Universe Inside You,https://www.youtube.com/channel/UCOnnmKlDZltHAqJLz-XIpGA,Consipiracy 
Unexplained Mysteries,https://www.youtube.com/channel/UCIczOFxwgv27AlTkZZMj8yw,Consipiracy 
Evolutionary Energy Arts,https://www.youtube.com/channel/UCd1BwLPKKXBgReBnimOX6JA/featured,Consipiracy 
The Jason Stapleton Program,https://www.youtube.com/channel/UC7A4PnuRpNzJr8UMcZ1UBZA,Consipiracy 
We are IF,https://www.youtube.com/channel/UCSEEg7EXS0L2sOQLMFGyT-A,Consipiracy 
Andrew Hall,https://www.youtube.com/channel/UC-AxmNH2QK2Kc6zZJlCug9w,Consipiracy 
Matrix Wisdom,https://www.youtube.com/user/MatrixWisdom/featured,Consipiracy 
Let There Be light,https://www.youtube.com/user/TheJSB007,Ufology
secureteam10,https://www.youtube.com/user/secureteam10,Conspiracy/Cryptozoology/Ufology/Occult
thirdphaseofmoon,https://www.youtube.com/user/thirdphaseofmoon,Ufology
UFOTV® The Disclosure Network,https://www.youtube.com/channel/UCaasFoY9yYQpOfL00N3nSxg,Ufology
MrMBB333,https://www.youtube.com/user/MrMBB333,Ufology
DAHBOO77,https://www.youtube.com/user/DAHBOO77,Ufology
Amerikano,https://www.youtube.com/channel/UCTDJ9osmaIty0MVkUZymVmQ,Ufology
Xavier Thunders,https://www.youtube.com/user/xaviarthunders,Ufology
SuspectSky,https://www.youtube.com/user/SuspectSky,Ufology
ThunderboltsProject,https://www.youtube.com/user/ThunderboltsProject,Ufology
Peter Believer,https://www.youtube.com/user/petermakler,Conspiracy/Cryptozoology/Ufology/Occult
Finding UFO,https://www.youtube.com/user/FindingUFO,Ufology
UFO Case Review,https://www.youtube.com/user/UFOCaseReview,Ufology
The Creepy Leisure,https://www.youtube.com/channel/UC1rT6VKePijHAz2YIpkYYyA,Cryptozoology
The AFO Files,https://www.youtube.com/user/TheAFOFiles,Cryptozoology
Think Anomalous,https://www.youtube.com/channel/UCyMO1IkzJm-NPAk1B6b54Kg,Cryptozoology
TheRabbitHole,https://www.youtube.com/channel/UCIu2MDB-z4MD7r-GwYARhgA/featured,Conspiracy
Mr PARAdox,https://www.youtube.com/channel/UCQAxjMkyrtO69iCsh4KJ6Yg,Conspiracy
The New Earth Project,https://www.youtube.com/channel/UCb902zG9CY4c145j4UnLwYA,Conspiracy
THRIVE Movement,https://www.youtube.com/user/ThriveMovement/featured,Conspiracy
Gaia,https://www.youtube.com/user/gaiamtv,Conspiracy
Slapped Ham,https://www.youtube.com/user/SlappedHamTV,Superstition
The Finest,https://www.youtube.com/top5sfinest,Superstition
American Indian Truths,https://www.youtube.com/channel/UCoWERN2DhFTFcSJLn25tJSQ,Superstition
Info Yourself,https://www.youtube.com/channel/UCFG9hOdGG-vLlm5ogr_QjFg/featured,Energy/Science Fraud
Electric Tech,https://www.youtube.com/channel/UCsbc-o8AGM07PjW5A4Rg58g,Energy/Science Fraud
HomeTech,https://www.youtube.com/channel/UCtBE4nt4sz-bL0ImY_S0IWw,Energy/Science Fraud
ShareTech,https://www.youtube.com/channel/UCINkM50zgwedaiuSLTxqxAg,Energy/Science Fraud
MC Tech,https://www.youtube.com/channel/UCW7mEejBDBJZPplN_v1XYRA,Energy/Science Fraud
NDP Gear,https://www.youtube.com/channel/UCCBFjduHZ1sCyur9tFR3_4Q,Energy/Science Fraud
School of Homeopathy,https://www.youtube.com/user/SchoolofHomeopathy,Homeopathy
4 Homeopathy,https://www.youtube.com/user/FindaHomeopath,Homeopathy
Faculty of Homeopathy,https://www.youtube.com/user/FindaHomeopath,Homeopathy
Homoeo Times Channel,https://www.youtube.com/channel/UCagzdMtT3xLjh2MpZX2L44w,Homeopathy
Inside Homoeopathy,https://www.youtube.com/channel/UCgFVQ7paHpX2OORtcXuonhA,Homeopathy
Synergy Homeopathic,https://www.youtube.com/user/synergyhomeopathic,Homeopathy
The Other Song,https://www.youtube.com/user/theothersong1/videos,Homeopathy
The Homoeopathic Hub,https://www.youtube.com/channel/UCnYT20cQyX9thdFuvEW7N1w,Homeopathy
Homeopathic Academy of Naturopathic Physicians,https://www.youtube.com/channel/UCa3T2bouoOL8huTDBWRPBDw,Homeopathy
BoironUSA,https://www.youtube.com/channel/UCHMPqAb93eVtukaupZItfWA,Homeopathy
The Homoeopathy Channel,https://www.youtube.com/channel/UCi77mTy9Il5eOFUUvgoxICA,Homeopathy
Sadhguru,https://www.youtube.com/channel/UCnOcBFgaqrr2-5wBDlQPFjg,Telepathy
OnePath,https://www.youtube.com/channel/UC4Nq3oJ_e6y0cV5JS_2tEtA,Telepathy
Celebrate Truth,https://www.youtube.com/channel/UCz81IIi1Fu_TRUvrc_iiVDA,Flat Earth
Flat Earth Talk,https://www.youtube.com/channel/UCRYF2HYRN2ILwUoyLQ5TAdA,Flat Earth
markksargent,https://www.youtube.com/channel/UC7rXdy3dOinCLNpPjPkc8Kw,Flat Earth
ODDReality,https://www.youtube.com/channel/UCuftdXePz6z73Wsg8Ao5lTg,Flat Earth
Flat Earth 101,https://www.youtube.com/channel/UCVgxg27PFIbur2ovDFVAAvw,Flat Earth
Zetetic Flat Earth,https://www.youtube.com/channel/UCe7FBDnfm0-XOFIA0CXSrjg,Flat Earth
Globe Busters,https://www.youtube.com/channel/UCXIovaBdnA4UHdd-TZ-MqRg,Flat Earth
jeranism,https://www.youtube.com/channel/UCS_FY5mR4g22L_E9t1D_ExQ/videos,Flat Earth
Planet Plane,https://www.youtube.com/channel/UCYzhm1OEmyyMM9E53iRvcEg
FlatEarthDoctrine,https://www.youtube.com/channel/UCqg2KuhD4-XsmcRTNFzKm8Q/featured,Flat Earth
Suspicious0bservers,https://www.youtube.com/user/Suspicious0bservers,Climate Change/Environment Climate Fraud
Mr2Tuff2,https://www.youtube.com/user/Mr2Tuff2,Climate Change/Environment Climate Fraud
Heartland Tube,https://www.youtube.com/user/HeartlandTube,Climate Change/Environment Climate Fraud
Kelley Rosano,https://www.youtube.com/user/ALLAREONE2012/featured,Astrology/Mysticism
KRSchannel - Learn AStrology,https://www.youtube.com/user/KRSchannel/featured,Astrology/Mysticism
Lada Duncheva,https://www.youtube.com/user/lastrology/featured,Astrology/Mysticism
Karen Lustrup,https://www.youtube.com/user/pleiadestars/featured,Astrology/Mysticism
Barbara Goldsmith,https://www.youtube.com/user/barbaragoldsmith/featured,Astrology/Mysticism
Alyssa Trahan,https://www.youtube.com/user/AlyssAstrology/featured,Astrology/Mysticism
The quietest Revolution,https://www.youtube.com/channel/UCVtsJWkFGIiMruaL9ZMV-5w/featured,Astrology/Mysticism
New Paradigm Astrology,https://www.youtube.com/user/tomlescher/featured,Astrology/Mysticism
Michele Knight,https://www.youtube.com/user/micheleknightpsychic/featured,Astrology/Mysticism
Spirit Science,https://www.youtube.com/channel/UCEcMWs6GudljuLw0-Umf97A,Astrology/Mysticism
Spiritual Awakening,https://www.youtube.com/channel/UCGUbcam9LA1a0or1Yik3i_g,Astrology/Mysticism
Asnwers in Genesis,https://www.youtube.com/user/answersvideos/featured,Creationist Science
CAnswersTV,https://www.youtube.com/user/CAnswersTV/featured,Creationist Science
Northwest Creation Network,https://www.youtube.com/channel/UC5V75_F8ZWRxjjJII1nwtkQ,Creationist Science
